0.4338 	WARNING 	Movie2 stim could not be imported and won't be available
1631.2397 	DATA 	Keypress: t
1633.5351 	DATA 	Keypress: t
1635.7850 	DATA 	Keypress: t
1638.0852 	DATA 	Keypress: t
1640.3348 	DATA 	Keypress: t
1642.6003 	DATA 	Keypress: t
1644.8846 	DATA 	Keypress: t
1647.1441 	DATA 	Keypress: t
1649.4345 	DATA 	Keypress: t
1651.6880 	DATA 	Keypress: t
1653.9842 	DATA 	Keypress: t
1656.2341 	DATA 	Keypress: t
1658.5341 	DATA 	Keypress: t
1660.7840 	DATA 	Keypress: t
1663.0475 	DATA 	Keypress: t
1665.3339 	DATA 	Keypress: t
1667.5913 	DATA 	Keypress: t
1669.8840 	DATA 	Keypress: t
1672.1353 	DATA 	Keypress: t
1674.4339 	DATA 	Keypress: t
1676.6834 	DATA 	Keypress: t
