0.3463 	WARNING 	Movie2 stim could not be imported and won't be available
1029.2026 	DATA 	Keypress: t
1031.4744 	DATA 	Keypress: t
1033.7464 	DATA 	Keypress: t
1036.0183 	DATA 	Keypress: t
1038.2903 	DATA 	Keypress: t
1040.5622 	DATA 	Keypress: t
1042.8341 	DATA 	Keypress: t
1045.1060 	DATA 	Keypress: t
1047.3780 	DATA 	Keypress: t
1049.6501 	DATA 	Keypress: t
1051.9219 	DATA 	Keypress: t
1054.1939 	DATA 	Keypress: t
1056.4658 	DATA 	Keypress: t
1058.7377 	DATA 	Keypress: t
1061.0097 	DATA 	Keypress: t
1063.2816 	DATA 	Keypress: t
1065.5536 	DATA 	Keypress: t
1067.8255 	DATA 	Keypress: t
1070.0974 	DATA 	Keypress: t
1072.3694 	DATA 	Keypress: t
1074.6413 	DATA 	Keypress: t
1076.9133 	DATA 	Keypress: t
1079.1852 	DATA 	Keypress: t
1081.4571 	DATA 	Keypress: t
1083.7291 	DATA 	Keypress: t
1086.0011 	DATA 	Keypress: t
1088.2730 	DATA 	Keypress: t
1090.5449 	DATA 	Keypress: t
1092.8168 	DATA 	Keypress: t
1095.0887 	DATA 	Keypress: t
1097.3606 	DATA 	Keypress: t
1099.6326 	DATA 	Keypress: t
1101.9056 	DATA 	Keypress: t
1104.1775 	DATA 	Keypress: t
1106.4495 	DATA 	Keypress: t
1108.7214 	DATA 	Keypress: t
1110.9934 	DATA 	Keypress: t
1113.2653 	DATA 	Keypress: t
1115.5373 	DATA 	Keypress: t
1117.8091 	DATA 	Keypress: t
1120.0811 	DATA 	Keypress: t
1122.3529 	DATA 	Keypress: t
1124.6250 	DATA 	Keypress: t
1126.8970 	DATA 	Keypress: t
1129.1689 	DATA 	Keypress: t
1131.4408 	DATA 	Keypress: t
1133.7128 	DATA 	Keypress: t
1135.9847 	DATA 	Keypress: t
1138.2566 	DATA 	Keypress: t
1140.5286 	DATA 	Keypress: t
1142.8006 	DATA 	Keypress: t
1145.0724 	DATA 	Keypress: t
1147.3445 	DATA 	Keypress: t
1149.6163 	DATA 	Keypress: t
1151.8883 	DATA 	Keypress: t
1154.1602 	DATA 	Keypress: t
1156.4322 	DATA 	Keypress: t
1158.7041 	DATA 	Keypress: t
1160.9760 	DATA 	Keypress: t
1163.2480 	DATA 	Keypress: t
1165.5199 	DATA 	Keypress: t
1167.7919 	DATA 	Keypress: t
1170.0637 	DATA 	Keypress: t
1172.3357 	DATA 	Keypress: t
1174.6077 	DATA 	Keypress: t
1176.8805 	DATA 	Keypress: t
1179.1526 	DATA 	Keypress: t
1181.4245 	DATA 	Keypress: t
1183.6963 	DATA 	Keypress: t
1185.9684 	DATA 	Keypress: t
1188.2403 	DATA 	Keypress: t
1190.5122 	DATA 	Keypress: t
1192.7842 	DATA 	Keypress: t
1195.0562 	DATA 	Keypress: t
